Date,Product,Region,Sales_Rep,Quantity,Unit_Price,Total_Sales
2023-06-09,Speaker,North,Frank,9,425.44,3828.96
2023-06-09,Mouse,East,Alice,15,416.7,6250.5
2023-06-10,Laptop,Central,Charlie,7,832.8,5829.599999999999
2023-06-10,Phone,North,Bob,15,716.02,10740.3
2023-06-10,Keyboard,Central,Alice,4,109.72,438.88
2023-06-10,Headphones,West,Alice,1,1044.05,1044.05
2023-06-10,Tablet,East,Eve,17,198.69,3377.73
2023-06-10,Keyboard,North,Bob,13,779.51,10133.63
2023-06-10,Keyboard,South,Alice,10,1879.74,18797.4
2023-06-10,Phone,West,Diana,6,440.09,2640.54
2023-06-10,Headphones,Central,Eve,4,1514.9,6059.6
2023-06-10,Tablet,North,Henry,11,838.53,9223.83
2023-06-10,Headphones,North,Bob,4,740.16,2960.64
2023-06-10,Mouse,North,Alice,7,1342.07,9394.49
2023-06-10,Tablet,North,Eve,17,1708.92,29051.64
2023-06-11,Mouse,East,Charlie,14,1057.49,14804.86
2023-06-11,Phone,South,Diana,6,984.1,5904.6
2023-06-11,Mouse,West,Alice,19,792.3,15053.699999999999
2023-06-11,Mouse,East,Frank,18,210.64,3791.5199999999995
2023-06-11,Monitor,East,Diana,6,1598.18,9589.08
2023-06-11,Keyboard,North,Diana,11,883.13,9714.43
2023-06-11,Laptop,North,Frank,15,839.21,12588.150000000001
2023-06-11,Monitor,East,Grace,14,148.76,2082.64
2023-06-11,Speaker,Central,Diana,19,1461.95,27777.05
2023-06-12,Mouse,Central,Alice,10,1772.15,17721.5
2023-06-12,Keyboard,West,Grace,14,517.32,7242.4800000000005
2023-06-12,Speaker,North,Charlie,18,1731.57,31168.26
2023-06-12,Phone,East,Grace,15,1070.22,16053.300000000001
2023-06-12,Tablet,North,Grace,6,1849.71,11098.26
2023-06-12,Laptop,North,Grace,3,1592.62,4777.86
2023-06-12,Monitor,Central,Diana,14,484.69,6785.66
2023-06-13,Mouse,West,Charlie,9,1391.67,12525.03
2023-06-13,Keyboard,West,Frank,2,1999.81,3999.62
2023-06-13,Monitor,North,Henry,14,1174.8,16447.2
2023-06-13,Keyboard,Central,Frank,1,1381.31,1381.31
2023-06-13,Speaker,West,Bob,8,99.61,796.88
2023-06-13,Phone,South,Alice,9,178.79,1609.11
2023-06-13,Keyboard,South,Charlie,11,412.9,4541.9
2023-06-14,Keyboard,East,Henry,2,524.82,1049.64
2023-06-14,Speaker,Central,Bob,1,1708.67,1708.67
2023-06-14,Laptop,North,Alice,5,611.88,3059.4
2023-06-14,Mouse,North,Eve,1,793.09,793.09
2023-06-14,Keyboard,Central,Bob,8,397.13,3177.04
2023-06-14,Laptop,South,Alice,2,145.38,290.76
2023-06-14,Headphones,Central,Diana,14,1489.0,20846.0
2023-06-15,Laptop,Central,Diana,6,1708.2,10249.2
2023-06-15,Headphones,East,Alice,18,959.57,17272.260000000002
2023-06-15,Monitor,West,Alice,17,646.19,10985.230000000001
2023-06-15,Headphones,North,Bob,13,1460.94,18992.22
2023-06-15,Monitor,East,Frank,18,717.95,12923.1
2023-06-15,Phone,West,Eve,6,116.49,698.9399999999999
2023-06-15,Phone,North,Bob,5,411.02,2055.1
2023-06-15,Keyboard,South,Eve,19,165.84,3150.96
2023-06-16,Speaker,Central,Alice,13,1211.13,15744.690000000002
2023-06-16,Phone,South,Bob,15,413.68,6205.2
2023-06-16,Speaker,East,Frank,2,1910.67,3821.34
2023-06-16,Phone,North,Charlie,9,1149.22,10342.98
2023-06-16,Speaker,South,Frank,17,744.64,12658.88
2023-06-16,Speaker,Central,Grace,14,143.08,2003.1200000000001
2023-06-17,Tablet,Central,Frank,19,847.92,16110.48
2023-06-17,Speaker,North,Bob,8,1028.7,8229.6
2023-06-17,Headphones,West,Grace,11,565.02,6215.219999999999
2023-06-17,Laptop,Central,Frank,10,275.17,2751.7000000000003
2023-06-17,Phone,Central,Diana,5,580.83,2904.15
2023-06-17,Tablet,East,Eve,14,1770.13,24781.82
2023-06-17,Tablet,Central,Alice,3,574.85,1724.5500000000002
2023-06-18,Mouse,West,Eve,11,1382.68,15209.480000000001
2023-06-18,Mouse,South,Grace,13,153.29,1992.77
2023-06-19,Keyboard,West,Diana,19,1336.42,25391.980000000003
2023-06-19,Laptop,Central,Charlie,12,457.34,5488.08
2023-06-19,Phone,North,Frank,17,1266.62,21532.539999999997
2023-06-19,Monitor,North,Charlie,6,1159.28,6955.68
2023-06-19,Headphones,East,Charlie,1,1481.93,1481.93
2023-06-19,Keyboard,Central,Eve,5,687.57,3437.8500000000004
2023-06-19,Headphones,East,Eve,16,928.84,14861.44
2023-06-19,Mouse,Central,Charlie,9,191.59,1724.31
2023-06-20,Monitor,Central,Grace,3,1122.5,3367.5
2023-06-20,Tablet,North,Henry,18,535.0,9630.0
2023-06-20,Monitor,North,Henry,10,694.0,6940.0
2023-06-20,Monitor,Central,Frank,7,1110.29,7772.03
2023-06-20,Speaker,South,Eve,6,1015.43,6092.58
2023-06-21,Laptop,Central,Bob,15,1351.68,20275.2
2023-06-21,Keyboard,West,Bob,18,686.66,12359.88
2023-06-21,Headphones,North,Henry,3,606.64,1819.92
2023-06-21,Phone,Central,Diana,19,128.33,2438.2700000000004
2023-06-21,Speaker,West,Eve,18,1436.89,25864.02
2023-06-21,Speaker,East,Charlie,7,922.63,6458.41
2023-06-21,Keyboard,North,Eve,15,1328.16,19922.4
2023-06-22,Speaker,North,Diana,9,1595.08,14355.72
2023-06-22,Keyboard,Central,Charlie,9,456.16,4105.4400000000005
2023-06-22,Keyboard,Central,Bob,18,1990.35,35826.299999999996
2023-06-22,Speaker,South,Frank,8,1943.06,15544.48
2023-06-22,Mouse,Central,Bob,13,1800.66,23408.58
2023-06-22,Keyboard,Central,Eve,7,1566.89,10968.230000000001
2023-06-22,Phone,North,Grace,4,201.54,806.16
2023-06-22,Phone,North,Frank,5,203.06,1015.3
2023-06-22,Monitor,Central,Henry,13,586.92,7629.959999999999
2023-06-23,Speaker,South,Charlie,1,367.98,367.98
2023-06-23,Mouse,Central,Henry,19,646.69,12287.11
2023-06-23,Keyboard,West,Frank,6,1597.37,9584.22
2023-06-24,Tablet,North,Eve,4,1759.9,7039.6
2023-06-24,Laptop,Central,Frank,12,1098.1,13177.199999999999
2023-06-24,Mouse,East,Eve,3,670.05,2010.1499999999999
2023-06-24,Tablet,West,Frank,19,1499.47,28489.93
2023-06-24,Phone,West,Charlie,5,151.46,757.3000000000001
2023-06-24,Mouse,North,Bob,6,391.86,2351.16
2023-06-24,Monitor,East,Alice,1,1135.74,1135.74
2023-06-25,Laptop,North,Bob,9,200.95,1808.55
2023-06-25,Phone,North,Alice,7,56.6,396.2
2023-06-25,Keyboard,South,Alice,9,647.59,5828.31
2023-06-25,Headphones,North,Charlie,9,1137.86,10240.74
2023-06-26,Speaker,North,Alice,18,1004.9,18088.2
2023-06-26,Mouse,North,Bob,7,655.53,4588.71
2023-06-26,Keyboard,West,Diana,13,1979.9,25738.7
2023-06-26,Headphones,South,Henry,16,743.73,11899.68
2023-06-26,Laptop,East,Henry,17,1016.3,17277.1
2023-06-26,Monitor,South,Eve,2,1909.18,3818.36
2023-06-27,Laptop,South,Frank,5,1413.59,7067.95
2023-06-27,Mouse,North,Diana,2,1456.45,2912.9
2023-06-27,Phone,West,Grace,1,599.69,599.69
2023-06-27,Tablet,West,Charlie,18,90.92,1636.56
2023-06-27,Headphones,East,Diana,14,1457.23,20401.22
2023-06-27,Speaker,North,Diana,18,1766.12,31790.159999999996
2023-06-27,Speaker,West,Frank,7,773.13,5411.91
2023-06-28,Speaker,West,Eve,1,1742.56,1742.56
2023-06-28,Mouse,West,Henry,4,1728.55,6914.2
2023-06-28,Tablet,South,Alice,15,1333.28,19999.2
2023-06-28,Headphones,Central,Diana,16,1248.56,19976.96
2023-06-28,Tablet,Central,Diana,2,1870.45,3740.9
2023-06-29,Tablet,South,Diana,15,1198.73,17980.95
2023-06-29,Phone,East,Diana,6,493.54,2961.2400000000002
2023-06-29,Speaker,West,Diana,8,1981.28,15850.24
2023-06-30,Speaker,West,Frank,10,1516.55,15165.5
2023-06-30,Headphones,South,Frank,16,316.73,5067.68
2023-06-30,Laptop,North,Frank,8,1703.87,13630.96
2023-06-30,Monitor,East,Frank,2,428.3,856.6
2023-07-01,Tablet,North,Bob,17,1268.79,21569.43
2023-07-01,Headphones,North,Bob,19,68.69,1305.11
2023-07-01,Speaker,Central,Diana,1,1876.71,1876.71
2023-07-01,Mouse,West,Charlie,5,290.02,1450.1
2023-07-01,Keyboard,Central,Henry,8,836.8,6694.4
2023-07-01,Speaker,North,Frank,13,672.64,8744.32
2023-07-01,Speaker,North,Eve,9,821.26,7391.34
2023-07-01,Monitor,South,Diana,4,87.46,349.84
2023-07-01,Tablet,North,Henry,3,1188.88,3566.6400000000003
2023-07-02,Laptop,West,Grace,7,1853.06,12971.42
2023-07-02,Keyboard,Central,Henry,2,113.83,227.66
2023-07-02,Phone,West,Diana,5,1759.0,8795.0
2023-07-02,Mouse,East,Charlie,12,985.86,11830.32
2023-07-02,Laptop,South,Grace,8,1849.6,14796.8
2023-07-02,Monitor,South,Diana,16,1767.21,28275.36
2023-07-02,Monitor,South,Alice,1,892.27,892.27
2023-07-02,Monitor,North,Bob,10,1749.33,17493.3
2023-07-02,Monitor,North,Grace,15,1238.68,18580.2
2023-07-02,Keyboard,East,Frank,4,1994.12,7976.48
2023-07-03,Laptop,South,Henry,7,534.69,3742.8300000000004
2023-07-03,Speaker,West,Henry,7,124.0,868.0
2023-07-03,Monitor,West,Frank,17,103.21,1754.57
2023-07-03,Laptop,Central,Henry,4,1383.28,5533.12
2023-07-03,Mouse,South,Frank,12,1556.02,18672.239999999998
2023-07-03,Monitor,South,Eve,18,339.93,6118.74
2023-07-04,Headphones,West,Bob,14,817.35,11442.9
2023-07-04,Keyboard,East,Alice,3,1225.1,3675.2999999999997
2023-07-04,Phone,Central,Frank,3,1036.37,3109.1099999999997
2023-07-04,Phone,East,Alice,10,155.38,1553.8
2023-07-05,Keyboard,South,Grace,14,1202.59,16836.26
2023-07-05,Mouse,South,Charlie,1,313.7,313.7
2023-07-05,Tablet,East,Eve,8,1125.11,9000.88
2023-07-06,Headphones,South,Alice,6,367.57,2205.42
2023-07-06,Tablet,South,Bob,7,1436.21,10053.470000000001
2023-07-06,Mouse,North,Henry,11,426.67,4693.37
2023-07-06,Laptop,South,Eve,3,710.19,2130.57
2023-07-06,Mouse,North,Eve,2,178.1,356.2
2023-07-07,Headphones,Central,Alice,16,1990.15,31842.4
2023-07-07,Speaker,Central,Grace,6,625.66,3753.96
2023-07-07,Monitor,Central,Diana,5,1945.76,9728.8
2023-07-07,Laptop,West,Charlie,2,1743.82,3487.64
2023-07-07,Tablet,North,Grace,3,137.47,412.40999999999997
2023-07-07,Keyboard,West,Grace,9,1794.39,16149.51
2023-07-07,Phone,South,Henry,19,1071.02,20349.38
2023-07-07,Laptop,North,Alice,8,1566.27,12530.16
2023-07-07,Mouse,North,Bob,10,1584.41,15844.1
2023-07-07,Laptop,West,Diana,8,76.8,614.4
2023-07-07,Headphones,North,Grace,19,1168.53,22202.07
2023-07-08,Speaker,South,Frank,5,1251.55,6257.75
2023-07-08,Tablet,Central,Grace,5,1711.38,8556.900000000001
2023-07-08,Tablet,Central,Diana,14,366.16,5126.240000000001
2023-07-09,Laptop,East,Frank,13,503.31,6543.03
2023-07-09,Speaker,West,Henry,13,1479.41,19232.33
2023-07-09,Laptop,South,Grace,4,1412.7,5650.8
2023-07-09,Speaker,Central,Henry,11,1514.21,16656.31
2023-07-09,Speaker,North,Bob,9,1989.58,17906.22
2023-07-09,Monitor,Central,Grace,17,1813.7,30832.9
2023-07-09,Phone,East,Alice,1,706.6,706.6
2023-07-09,Laptop,South,Diana,9,1944.72,17502.48
2023-07-09,Speaker,Central,Bob,8,257.8,2062.4
2023-07-10,Mouse,North,Alice,17,381.49,6485.33
2023-07-10,Keyboard,North,Diana,2,1019.95,2039.9
2023-07-10,Keyboard,North,Frank,17,949.05,16133.849999999999
2023-07-10,Laptop,South,Eve,12,1955.77,23469.239999999998
2023-07-10,Mouse,West,Charlie,2,1431.14,2862.28
2023-07-10,Phone,Central,Alice,7,1399.21,9794.470000000001
2023-07-10,Laptop,South,Grace,2,1768.13,3536.26
2023-07-11,Mouse,West,Diana,12,164.85,1978.1999999999998
2023-07-11,Mouse,West,Charlie,4,92.1,368.4
2023-07-11,Phone,South,Charlie,19,672.87,12784.53
2023-07-11,Headphones,West,Grace,10,1572.78,15727.8
2023-07-11,Keyboard,Central,Alice,14,1174.74,16446.36
2023-07-11,Speaker,North,Grace,6,1568.23,9409.380000000001
2023-07-11,Monitor,West,Alice,3,1798.54,5395.62
2023-07-11,Monitor,North,Charlie,8,1731.0,13848.0
2023-07-12,Speaker,Central,Bob,12,419.7,5036.4
2023-07-12,Speaker,West,Bob,13,1125.71,14634.23
2023-07-12,Mouse,South,Frank,11,1238.76,13626.36
2023-07-12,Phone,West,Eve,4,1516.49,6065.96
2023-07-12,Laptop,South,Grace,14,751.54,10521.56
2023-07-12,Mouse,West,Bob,2,1848.28,3696.56
2023-07-13,Mouse,Central,Alice,2,1076.51,2153.02
2023-07-13,Keyboard,North,Frank,6,410.55,2463.3
2023-07-13,Monitor,Central,Charlie,19,1424.72,27069.68
2023-07-13,Tablet,East,Frank,13,1075.21,13977.73
2023-07-13,Laptop,Central,Frank,2,723.62,1447.24
2023-07-13,Laptop,West,Eve,5,1069.15,5345.75
2023-07-13,Speaker,North,Henry,10,702.26,7022.6
2023-07-13,Phone,North,Diana,11,1341.52,14756.72
2023-07-13,Laptop,South,Alice,4,1116.87,4467.48
2023-07-14,Mouse,North,Bob,18,238.97,4301.46
2023-07-14,Mouse,North,Bob,19,184.62,3507.78
2023-07-14,Speaker,East,Henry,13,187.36,2435.6800000000003
2023-07-14,Phone,East,Grace,1,1439.46,1439.46
2023-07-14,Speaker,South,Frank,2,199.64,399.28
2023-07-14,Mouse,North,Eve,6,1309.05,7854.299999999999
2023-07-14,Phone,North,Grace,2,688.93,1377.86
2023-07-14,Keyboard,West,Bob,8,1238.64,9909.12
2023-07-15,Laptop,East,Grace,13,291.62,3791.06
2023-07-15,Phone,East,Charlie,1,1215.48,1215.48
2023-07-15,Keyboard,North,Henry,6,1629.75,9778.5
2023-07-15,Laptop,South,Bob,5,803.79,4018.95
2023-07-15,Monitor,East,Henry,4,241.51,966.04
2023-07-15,Monitor,West,Alice,9,1706.74,15360.66
2023-07-15,Headphones,South,Grace,17,1784.21,30331.57
2023-07-15,Speaker,East,Eve,6,1170.67,7024.02
2023-07-15,Laptop,East,Bob,11,1794.63,19740.93
2023-07-16,Laptop,West,Alice,4,1639.91,6559.64
2023-07-17,Monitor,West,Bob,2,311.16,622.32
2023-07-17,Monitor,West,Diana,5,709.09,3545.4500000000003
2023-07-17,Mouse,North,Frank,12,124.28,1491.3600000000001
2023-07-17,Phone,West,Henry,14,1002.01,14028.14
2023-07-17,Phone,West,Frank,10,986.34,9863.4
2023-07-17,Monitor,East,Alice,6,1924.19,11545.14
2023-07-17,Mouse,South,Alice,5,688.58,3442.9
2023-07-18,Keyboard,South,Frank,15,479.48,7192.200000000001
2023-07-18,Laptop,East,Frank,18,1751.23,31522.14
2023-07-18,Phone,North,Henry,11,1531.18,16842.98
2023-07-18,Keyboard,South,Henry,19,876.17,16647.23
2023-07-18,Tablet,Central,Grace,4,1388.83,5555.32
2023-07-19,Laptop,Central,Charlie,16,1997.45,31959.2
2023-07-19,Phone,West,Henry,17,1943.66,33042.22
2023-07-19,Speaker,South,Eve,13,579.17,7529.209999999999
2023-07-20,Laptop,East,Bob,8,437.24,3497.92
2023-07-20,Headphones,North,Diana,18,379.46,6830.28
2023-07-20,Keyboard,South,Grace,13,377.1,4902.3
2023-07-20,Headphones,East,Eve,4,153.49,613.96
2023-07-20,Keyboard,East,Alice,12,1263.84,15166.079999999998
2023-07-20,Monitor,East,Charlie,14,1654.04,23156.559999999998
2023-07-20,Speaker,South,Alice,14,1469.19,20568.66
2023-07-20,Keyboard,West,Frank,15,1944.22,29163.3
2023-07-20,Monitor,Central,Eve,13,109.97,1429.61
2023-07-20,Laptop,East,Henry,10,1596.09,15960.9
2023-07-21,Speaker,West,Henry,18,509.25,9166.5
2023-07-21,Tablet,North,Bob,19,1723.25,32741.75
2023-07-21,Monitor,North,Grace,10,763.12,7631.2
2023-07-21,Headphones,West,Frank,15,991.61,14874.15
2023-07-21,Tablet,West,Diana,15,677.73,10165.95
2023-07-21,Tablet,West,Bob,3,1803.76,5411.28
2023-07-21,Phone,East,Grace,6,889.81,5338.86
2023-07-21,Mouse,Central,Grace,16,1808.21,28931.36
2023-07-22,Phone,East,Alice,8,907.55,7260.4
2023-07-22,Monitor,West,Charlie,15,1993.29,29899.35
2023-07-22,Tablet,North,Henry,12,1349.43,16193.16
2023-07-22,Laptop,North,Frank,11,1800.35,19803.85
2023-07-22,Keyboard,South,Diana,1,1378.25,1378.25
2023-07-22,Speaker,Central,Eve,10,1214.39,12143.900000000001
2023-07-23,Laptop,South,Charlie,2,1354.46,2708.92
2023-07-23,Laptop,East,Grace,10,325.1,3251.0
2023-07-23,Keyboard,West,Bob,13,337.24,4384.12
2023-07-23,Laptop,South,Diana,10,519.39,5193.9
2023-07-23,Laptop,South,Henry,19,1674.09,31807.71
2023-07-23,Phone,West,Diana,14,1289.47,18052.58
2023-07-24,Speaker,South,Bob,3,1989.14,5967.42
2023-07-24,Phone,North,Henry,8,65.51,524.08
2023-07-24,Laptop,Central,Alice,3,607.25,1821.75
2023-07-24,Phone,East,Alice,2,1559.1,3118.2
2023-07-24,Laptop,South,Grace,10,1833.39,18333.9
2023-07-24,Phone,North,Grace,16,1120.01,17920.16
2023-07-25,Monitor,North,Frank,17,368.59,6266.03
2023-07-25,Laptop,North,Grace,3,1822.69,5468.07
2023-07-25,Mouse,North,Bob,10,1387.73,13877.3
2023-07-25,Speaker,Central,Charlie,9,689.18,6202.62
2023-07-25,Mouse,North,Grace,3,289.34,868.02
2023-07-25,Tablet,Central,Grace,3,1433.99,4301.97
2023-07-25,Headphones,South,Bob,18,52.42,943.5600000000001
2023-07-25,Phone,East,Grace,18,549.19,9885.420000000002
2023-07-26,Speaker,South,Frank,4,1378.16,5512.64
2023-07-26,Tablet,East,Grace,12,806.91,9682.92
2023-07-26,Headphones,Central,Frank,12,578.13,6937.5599999999995
2023-07-26,Mouse,North,Charlie,9,253.13,2278.17
2023-07-26,Keyboard,Central,Diana,8,697.55,5580.4
2023-07-26,Phone,East,Alice,5,324.2,1621.0
2023-07-26,Monitor,East,Bob,2,1005.9,2011.8
2023-07-26,Phone,West,Grace,16,633.71,10139.36
2023-07-26,Speaker,West,Alice,17,1032.3,17549.1
2023-07-26,Laptop,North,Henry,4,1943.43,7773.72
2023-07-26,Keyboard,East,Henry,7,160.2,1121.3999999999999
2023-07-27,Monitor,North,Diana,14,555.04,7770.5599999999995
2023-07-27,Monitor,East,Bob,4,1784.72,7138.88
2023-07-27,Headphones,East,Charlie,10,437.13,4371.3
2023-07-27,Keyboard,East,Diana,2,1004.7,2009.4
2023-07-27,Tablet,East,Frank,16,1117.47,17879.52
2023-07-27,Keyboard,South,Charlie,17,1448.73,24628.41
2023-07-28,Headphones,East,Diana,7,1753.02,12271.14
2023-07-28,Monitor,North,Grace,16,235.57,3769.12
2023-07-28,Mouse,South,Grace,9,888.2,7993.8
2023-07-28,Phone,East,Diana,15,163.4,2451.0
2023-07-29,Keyboard,North,Henry,10,872.51,8725.1
2023-07-29,Keyboard,West,Charlie,12,1289.69,15476.28
2023-07-29,Mouse,East,Charlie,16,1274.13,20386.08
2023-07-29,Headphones,Central,Charlie,10,1744.55,17445.5
2023-07-29,Laptop,West,Grace,7,1394.86,9764.019999999999
2023-07-29,Keyboard,East,Diana,7,1826.78,12787.46
2023-07-29,Phone,South,Alice,10,960.89,9608.9
2023-07-29,Tablet,West,Grace,15,486.27,7294.049999999999
2023-07-29,Mouse,South,Diana,2,885.86,1771.72
2023-07-30,Headphones,East,Diana,4,939.67,3758.68
2023-07-30,Speaker,Central,Henry,1,619.0,619.0
2023-07-30,Keyboard,Central,Alice,10,133.98,1339.8
2023-07-30,Monitor,North,Diana,14,1466.1,20525.399999999998
2023-07-30,Monitor,East,Frank,4,653.78,2615.12
2023-07-30,Mouse,West,Frank,12,536.57,6438.84
2023-07-31,Laptop,North,Diana,11,524.6,5770.6
2023-07-31,Speaker,East,Frank,4,379.69,1518.76
2023-07-31,Headphones,West,Bob,19,1477.87,28079.53
2023-07-31,Speaker,North,Alice,1,1070.49,1070.49
2023-08-01,Laptop,Central,Bob,5,1626.98,8134.9
2023-08-01,Headphones,South,Charlie,1,642.21,642.21
2023-08-01,Monitor,South,Alice,16,981.87,15709.92
2023-08-01,Mouse,Central,Grace,10,1335.27,13352.7
2023-08-01,Headphones,West,Eve,3,149.4,448.20000000000005
2023-08-01,Laptop,West,Grace,2,644.74,1289.48
2023-08-01,Mouse,Central,Eve,8,1536.72,12293.76
2023-08-01,Keyboard,West,Alice,6,188.23,1129.3799999999999
2023-08-02,Phone,East,Charlie,1,195.84,195.84
2023-08-02,Speaker,West,Alice,7,764.45,5351.150000000001
2023-08-02,Headphones,Central,Henry,3,818.76,2456.2799999999997
2023-08-02,Monitor,West,Diana,3,313.99,941.97
2023-08-02,Headphones,North,Henry,12,1516.49,18197.88
2023-08-02,Speaker,South,Eve,16,175.8,2812.8
2023-08-02,Phone,East,Eve,19,1950.0,37050.0
2023-08-03,Laptop,Central,Diana,7,756.8,5297.599999999999
2023-08-03,Tablet,South,Charlie,12,1276.66,15319.920000000002
2023-08-03,Keyboard,North,Alice,10,1977.16,19771.600000000002
2023-08-03,Mouse,North,Charlie,17,1701.2,28920.4
2023-08-03,Headphones,North,Bob,11,1732.11,19053.21
2023-08-03,Phone,North,Frank,9,1008.26,9074.34
2023-08-03,Speaker,East,Henry,18,842.24,15160.32
2023-08-04,Monitor,Central,Grace,2,253.34,506.68
2023-08-04,Phone,East,Eve,15,1379.37,20690.55
2023-08-04,Laptop,West,Diana,17,729.36,12399.12
2023-08-04,Monitor,Central,Frank,11,133.68,1470.48
2023-08-04,Headphones,Central,Charlie,4,1580.12,6320.48
2023-08-04,Laptop,North,Henry,19,799.52,15190.88
2023-08-04,Speaker,Central,Henry,7,1299.43,9096.01
2023-08-04,Mouse,Central,Charlie,13,1846.51,24004.63
2023-08-04,Monitor,South,Bob,15,1556.97,23354.55
2023-08-05,Monitor,South,Eve,3,1711.08,5133.24
2023-08-05,Headphones,South,Charlie,12,84.38,1012.56
2023-08-05,Keyboard,Central,Diana,1,1931.49,1931.49
2023-08-05,Keyboard,East,Charlie,15,879.79,13196.849999999999
2023-08-05,Headphones,East,Henry,3,225.22,675.66
2023-08-05,Monitor,North,Alice,10,1186.63,11866.300000000001
2023-08-05,Phone,South,Charlie,19,525.46,9983.740000000002
2023-08-05,Speaker,East,Grace,4,1719.15,6876.6
2023-08-06,Phone,South,Charlie,11,522.68,5749.48
2023-08-06,Phone,North,Diana,6,1856.51,11139.06
2023-08-06,Headphones,East,Charlie,10,1590.55,15905.5
2023-08-06,Headphones,South,Eve,2,659.53,1319.06
2023-08-06,Speaker,East,Eve,4,1036.24,4144.96
2023-08-06,Keyboard,Central,Grace,19,408.63,7763.97
2023-08-06,Monitor,East,Alice,6,1418.79,8512.74
2023-08-06,Keyboard,East,Frank,19,1816.43,34512.17
2023-08-06,Tablet,East,Charlie,16,1571.12,25137.92
2023-08-06,Mouse,West,Bob,7,959.9,6719.3
2023-08-07,Tablet,Central,Frank,14,1179.29,16510.059999999998
2023-08-07,Laptop,East,Henry,19,1655.97,31463.43
2023-08-08,Monitor,North,Diana,18,1668.63,30035.340000000004
2023-08-08,Laptop,South,Henry,16,1479.78,23676.48
2023-08-08,Monitor,Central,Frank,18,800.99,14417.82
2023-08-08,Monitor,West,Eve,1,1459.8,1459.8
2023-08-08,Keyboard,North,Bob,5,1046.87,5234.349999999999
2023-08-08,Mouse,Central,Eve,6,1745.75,10474.5
2023-08-08,Monitor,Central,Henry,15,1964.47,29467.05
2023-08-08,Headphones,South,Charlie,7,1868.09,13076.63
2023-08-08,Monitor,West,Eve,14,630.46,8826.44
2023-08-08,Keyboard,West,Diana,3,1394.49,4183.47
2023-08-08,Tablet,East,Diana,19,1706.07,32415.329999999998
2023-08-09,Headphones,Central,Bob,8,557.85,4462.8
2023-08-09,Phone,West,Diana,1,658.76,658.76
2023-08-09,Laptop,South,Frank,7,1586.88,11108.16
2023-08-09,Laptop,North,Diana,18,1137.12,20468.159999999996
2023-08-09,Phone,South,Frank,5,364.16,1820.8000000000002
2023-08-10,Monitor,East,Bob,1,927.07,927.07
2023-08-10,Tablet,East,Eve,11,1060.8,11668.8
2023-08-10,Speaker,East,Bob,1,1403.84,1403.84
2023-08-10,Mouse,South,Grace,11,1554.19,17096.09
2023-08-10,Keyboard,South,Henry,16,1110.82,17773.12
2023-08-10,Laptop,West,Alice,7,1796.18,12573.26
2023-08-11,Headphones,West,Grace,18,1378.3,24809.399999999998
2023-08-11,Keyboard,South,Frank,19,877.26,16667.94
2023-08-11,Headphones,South,Grace,15,1476.08,22141.199999999997
2023-08-11,Keyboard,West,Frank,1,1896.71,1896.71
2023-08-11,Tablet,East,Bob,3,551.09,1653.27
2023-08-11,Mouse,East,Henry,16,1834.63,29354.08
2023-08-11,Headphones,Central,Eve,13,1754.3,22805.899999999998
2023-08-11,Keyboard,West,Eve,13,876.63,11396.19
2023-08-11,Monitor,East,Charlie,16,413.41,6614.56
2023-08-11,Speaker,East,Charlie,1,409.8,409.8
2023-08-11,Tablet,Central,Grace,11,780.21,8582.310000000001
2023-08-12,Monitor,South,Alice,7,1306.82,9147.74
2023-08-12,Mouse,North,Alice,2,158.55,317.1
2023-08-12,Tablet,South,Grace,10,1052.8,10528.0
2023-08-12,Headphones,South,Bob,15,1921.97,28829.55
2023-08-12,Speaker,North,Frank,10,1359.96,13599.6
2023-08-13,Speaker,South,Henry,10,1340.57,13405.699999999999
2023-08-13,Laptop,Central,Charlie,8,99.32,794.56
2023-08-13,Laptop,East,Diana,9,1981.86,17836.739999999998
2023-08-13,Phone,West,Henry,11,629.32,6922.52
2023-08-13,Mouse,South,Frank,6,1678.5,10071.0
2023-08-13,Headphones,South,Grace,9,1911.82,17206.38
2023-08-13,Headphones,South,Henry,12,1865.13,22381.56
2023-08-14,Headphones,West,Henry,15,1359.09,20386.35
2023-08-14,Keyboard,West,Grace,6,1722.35,10334.099999999999
2023-08-14,Headphones,West,Bob,16,601.18,9618.88
2023-08-14,Speaker,East,Bob,12,254.73,3056.7599999999998
2023-08-14,Monitor,South,Henry,13,768.22,9986.86
2023-08-14,Monitor,Central,Frank,5,1549.02,7745.1
2023-08-14,Headphones,North,Henry,9,793.23,7139.07
2023-08-14,Phone,East,Alice,10,447.26,4472.6
2023-08-14,Keyboard,East,Charlie,3,398.95,1196.85
2023-08-15,Monitor,North,Diana,3,1394.35,4183.049999999999
2023-08-15,Tablet,South,Bob,9,1040.17,9361.53
2023-08-15,Tablet,East,Charlie,7,435.31,3047.17
2023-08-15,Speaker,East,Eve,5,255.12,1275.6
2023-08-15,Speaker,Central,Grace,18,786.38,14154.84
2023-08-15,Laptop,North,Diana,7,608.94,4262.58
2023-08-15,Phone,West,Bob,16,963.69,15419.04
2023-08-15,Phone,North,Diana,2,1486.67,2973.34
2023-08-15,Phone,West,Diana,1,1097.64,1097.64
2023-08-15,Keyboard,East,Henry,7,1408.59,9860.13
2023-08-15,Mouse,East,Grace,10,273.56,2735.6
